amt,gender,city_pop,is_fraud,age,trans_month,trans_year,latitudinal_distance,longitudinal_distance,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
87.35,0,302,0,1452988800000000000,5,2019,0.567,0.28,False,False,False,True,False,False,False,False,False,False,False,False,False
60.17,0,31394,0,706233600000000000,3,2019,0.683,0.67,False,True,False,False,False,False,False,False,False,False,False,False,False
197.43,0,4090,0,1343174400000000000,10,2019,0.409,0.715,False,False,False,True,False,False,False,False,False,False,False,False,False
51.06,0,271,0,1484611200000000000,5,2019,0.836,0.633,False,True,False,False,False,False,False,False,False,False,False,False,False
21.72,1,4159,0,675388800000000000,6,2019,0.481,0.057,False,False,False,False,False,False,True,False,False,False,False,False,False
34.72,1,67858,0,782524800000000000,12,2019,0.951,0.766,False,False,True,False,False,False,False,False,False,False,False,False,False
131.2,0,7155,0,1322697600000000000,2,2019,0.005,0.582,True,False,False,False,False,False,False,False,False,False,False,False,False
108.41,1,1078,0,946857600000000000,10,2019,0.229,0.808,False,False,False,True,False,False,False,False,False,False,False,False,False
1.46,0,46,0,1028937600000000000,11,2019,0.823,0.213,False,False,False,False,False,False,True,False,False,False,False,False,False
10.61,1,532,0,2023574400000000000,2,2020,0.425,0.062,False,False,False,False,False,False,False,False,False,False,True,False,False
165.87,1,3279,0,1283731200000000000,6,2019,0.224,0.405,False,False,False,False,False,False,False,True,False,False,False,False,False
2.53,1,5657,0,1032393600000000000,1,2020,0.993,0.19,False,False,False,False,False,False,False,False,False,False,True,False,False
196.61,0,100,0,1442102400000000000,12,2019,0.133,0.279,False,False,False,False,False,True,False,False,False,False,False,False,False
59.14,0,1791,0,1703462400000000000,7,2019,0.906,0.188,False,True,False,False,False,False,False,False,False,False,False,False,False
2.77,0,718,0,1073088000000000000,3,2019,0.011,0.038,False,False,False,False,False,False,False,False,False,False,True,False,False
17.83,0,63,0,1565913600000000000,6,2019,0.077,0.656,False,False,False,False,False,True,False,False,False,False,False,False,False
151.4,0,3862,0,1777852800000000000,4,2019,0.954,0.03,False,False,False,False,False,False,False,False,False,True,False,False,False
27.37,0,1583,0,618019200000000000,1,2019,0.678,0.705,False,False,False,False,False,True,False,False,False,False,False,False,False
8.96,0,217,0,931219200000000000,7,2019,0.367,0.152,False,False,False,False,False,False,False,False,False,False,False,True,False
21.9,1,6006,0,1118188800000000000,12,2019,0.434,0.73,False,False,False,False,False,False,False,False,False,True,False,False,False
58.79,0,2368,0,958521600000000000,12,2019,0.55,0.337,False,False,False,False,False,False,True,False,False,False,False,False,False
47.7,1,964,0,1426723200000000000,3,2020,0.749,0.066,False,False,False,False,False,False,True,False,False,False,False,False,False
2.4,0,15426,0,2610835200000000000,4,2019,0.924,0.943,False,False,False,False,False,False,False,False,False,False,False,True,False
7.88,1,673342,0,1652400000000000000,10,2019,0.762,0.618,False,False,False,False,False,False,False,False,False,False,False,False,False
1.05,0,215,0,1610150400000000000,12,2019,0.25,0.029,False,False,False,False,False,False,False,False,False,False,False,True,False
1.6,0,3688,0,1001808000000000000,7,2019,0.465,0.193,False,False,False,False,False,False,False,False,False,False,False,True,False
34.63,1,3451,0,1100131200000000000,3,2019,0.103,0.061,False,False,True,False,False,False,False,False,False,False,False,False,False
59.35,1,96942,0,1717027200000000000,8,2019,0.565,0.497,True,False,False,False,False,False,False,False,False,False,False,False,False
9.61,0,85,0,1120348800000000000,3,2020,0.667,0.076,True,False,False,False,False,False,False,False,False,False,False,False,False
45.92,0,372,0,765504000000000000,10,2019,0.961,0.71,False,False,False,False,False,True,False,False,False,False,False,False,False
8.93,0,525713,0,844300800000000000,2,2019,0.236,0.089,False,False,False,False,False,False,False,False,False,False,True,False,False
112.19,1,192,0,1772323200000000000,3,2020,0.602,0.372,False,False,False,True,False,False,False,False,False,False,False,False,False
59.59,0,320420,0,1405036800000000000,2,2020,0.466,0.692,False,False,False,False,False,False,True,False,False,False,False,False,False
148.12,0,765,0,1470441600000000000,1,2019,0.773,0.64,False,False,False,True,False,False,False,False,False,False,False,False,False
59.98,0,1334,0,1040688000000000000,12,2019,0.223,0.632,False,False,False,False,False,False,False,False,True,False,False,False,False
21.86,0,260,0,1972944000000000000,3,2019,0.651,0.645,False,False,False,False,True,False,False,False,False,False,False,False,False
18.03,1,493806,0,1233792000000000000,8,2019,0.455,0.568,False,False,False,False,True,False,False,False,False,False,False,False,False
55.1,1,1565,0,1606694400000000000,6,2019,0.825,0.767,False,True,False,False,False,False,False,False,False,False,False,False,False
5.97,0,1789,0,1180310400000000000,7,2019,0.368,0.56,True,False,False,False,False,False,False,False,False,False,False,False,False
1102.42,0,4056,0,911865600000000000,5,2019,0.599,0.013,False,False,False,False,False,False,False,False,False,False,False,True,False
131.18,0,1789,0,1188172800000000000,10,2019,0.384,0.415,False,False,False,True,False,False,False,False,False,False,False,False,False
5.47,1,4729,0,1160006400000000000,1,2019,0.011,0.846,False,False,False,False,False,False,False,False,False,False,False,True,False
46.15,0,2401,0,1492905600000000000,4,2019,0.443,0.457,False,False,False,False,False,True,False,False,False,False,False,False,False
4.52,1,2208,0,1825977600000000000,7,2019,0.455,0.999,False,False,False,False,False,False,False,False,True,False,False,False,False
70.54,1,970,0,812073600000000000,6,2019,0.594,0.248,False,False,False,False,False,True,False,False,False,False,False,False,False
8.71,0,18128,0,889574400000000000,1,2019,0.322,0.883,False,False,False,False,False,False,True,False,False,False,False,False,False
7.7,0,23,0,1582675200000000000,11,2019,0.704,0.325,False,False,False,False,False,False,False,False,True,False,False,False,False
4.05,0,10076,0,1319241600000000000,10,2019,0.118,0.707,False,False,False,False,False,True,False,False,False,False,False,False,False
1.66,0,743,0,1489363200000000000,7,2019,0.149,0.011,False,False,False,False,False,False,True,False,False,False,False,False,False
9.32,1,5354,0,1731974400000000000,3,2020,0.016,0.039,False,False,False,False,False,False,False,False,False,False,True,False,False
184.38,0,217,0,937785600000000000,10,2019,0.875,0.131,False,False,False,False,False,False,False,False,False,False,False,True,False
1.94,1,6018,0,2263507200000000000,5,2019,0.448,0.638,False,False,False,False,False,False,False,False,False,False,False,False,True
27.7,1,269,0,1798502400000000000,11,2019,0.669,0.346,False,False,False,False,False,False,False,False,True,False,False,False,False
101.9,1,1446,0,1312502400000000000,8,2019,0.504,0.832,False,False,False,True,False,False,False,False,False,False,False,False,False
85.22,1,2290,0,2308694400000000000,2,2019,0.205,0.498,False,True,False,False,False,False,False,False,False,False,False,False,False
8.74,0,2036,0,1509148800000000000,6,2019,0.81,0.285,False,False,False,False,False,False,False,False,False,False,True,False,False
86.59,0,863,0,1492128000000000000,11,2019,0.869,0.041,False,True,False,False,False,False,False,False,False,False,False,False,False
3.19,0,2644,0,1128643200000000000,5,2019,0.61,0.431,False,False,False,False,False,False,False,False,False,False,False,False,True
42.87,1,589,0,2323468800000000000,8,2019,0.029,0.598,False,False,False,False,False,False,False,False,False,False,False,False,False
29.52,0,6460,0,1904515200000000000,2,2020,0.277,0.754,False,False,False,False,False,False,False,False,True,False,False,False,False
36.26,1,348,0,2334096000000000000,4,2019,0.266,0.177,False,True,False,False,False,False,False,False,False,False,False,False,False
27.36,0,630,0,1883347200000000000,4,2019,0.389,0.883,False,False,False,False,False,False,False,False,False,False,False,False,False
4.78,0,1810,0,1423526400000000000,2,2020,0.94,0.73,False,False,False,False,False,False,False,False,False,False,False,True,False
65.52,1,337,0,1018569600000000000,1,2019,0.313,0.918,False,False,False,False,False,False,False,False,False,False,False,False,False
3.01,1,4729,0,1193875200000000000,2,2020,0.391,0.599,False,False,False,False,False,False,False,False,False,False,False,True,False
7.96,0,973849,0,719020800000000000,11,2019,0.358,0.475,False,False,False,False,False,False,False,False,False,False,False,True,False
167.6,0,230,0,682646400000000000,3,2019,0.184,0.487,False,False,False,False,False,False,False,True,False,False,False,False,False
27.89,0,163415,0,444268800000000000,1,2019,0.206,0.476,False,False,False,False,False,False,True,False,False,False,False,False,False
2.2,0,16305,0,2899843200000000000,4,2019,0.184,0.553,False,False,False,False,False,False,False,False,False,True,False,False,False
147.0,0,630,0,1907193600000000000,1,2020,0.299,0.073,False,False,False,True,False,False,False,False,False,False,False,False,False
42.22,0,718,0,1086048000000000000,8,2019,0.841,0.062,False,False,True,False,False,False,False,False,False,False,False,False,False
7.05,1,20478,0,718329600000000000,3,2020,0.776,0.714,False,False,False,False,False,False,False,False,False,True,False,False,False
23.15,0,647,0,1015632000000000000,12,2019,0.909,0.373,False,False,False,False,False,False,False,False,False,True,False,False,False
101.13,1,8512,0,2159654400000000000,2,2020,0.429,0.176,False,False,False,True,False,False,False,False,False,False,False,False,False
74.93,0,136,0,620006400000000000,10,2019,0.035,0.443,False,False,False,False,False,False,False,False,True,False,False,False,False
57.0,1,134056,0,1972512000000000000,4,2019,0.926,0.587,True,False,False,False,False,False,False,False,False,False,False,False,False
35.7,1,2290,0,2306620800000000000,1,2019,0.416,0.789,False,True,False,False,False,False,False,False,False,False,False,False,False
105.74,0,1089,0,1491609600000000000,2,2019,0.938,0.762,False,False,False,True,False,False,False,False,False,False,False,False,False
1.01,0,1252,0,2608416000000000000,10,2019,0.35,0.36,False,False,False,False,False,False,False,False,False,False,True,False,False
226.21,0,1583,0,647395200000000000,1,2020,0.175,0.79,False,False,False,False,False,False,False,False,False,False,True,False,False
51.15,1,673342,0,1140220800000000000,10,2019,0.099,0.413,False,False,True,False,False,False,False,False,False,False,False,False,False
404.31,0,606,0,984700800000000000,11,2019,0.961,0.555,False,False,False,False,False,False,False,True,False,False,False,False,False
94.27,0,3688,0,995932800000000000,5,2019,0.729,0.521,False,False,False,False,True,False,False,False,False,False,False,False,False
89.76,0,54185,0,827971200000000000,2,2019,0.151,0.996,False,False,False,False,False,False,False,False,False,True,False,False,False
116.22,1,4664,0,1702166400000000000,6,2019,0.459,0.349,False,False,False,False,True,False,False,False,False,False,False,False,False
60.53,0,2504700,0,625708800000000000,6,2019,0.166,0.231,True,False,False,False,False,False,False,False,False,False,False,False,False
134.86,0,331,0,2166998400000000000,4,2019,0.055,0.942,False,False,False,True,False,False,False,False,False,False,False,False,False
14.21,0,1423,0,647222400000000000,4,2019,0.488,0.52,False,False,False,False,False,True,False,False,False,False,False,False,False
67.49,0,26551,0,1342483200000000000,7,2019,0.746,0.793,False,False,True,False,False,False,False,False,False,False,False,False,False
17.84,0,1523,0,1127260800000000000,2,2020,0.448,0.786,False,False,False,False,False,False,False,False,False,False,False,False,False
34.62,1,142,0,1635724800000000000,6,2019,0.195,0.867,False,False,False,False,False,False,True,False,False,False,False,False,False
3.9,1,1595797,0,1385251200000000000,11,2019,0.754,0.803,False,False,False,False,False,False,False,False,False,False,False,False,False
69.48,0,320,0,1851724800000000000,12,2019,0.866,0.333,False,True,False,False,False,False,False,False,False,False,False,False,False
64.66,1,9815,0,1392422400000000000,8,2019,0.663,0.492,False,False,False,False,False,False,True,False,False,False,False,False,False
4.42,0,34153,0,752025600000000000,7,2019,0.101,0.43,False,False,False,False,False,False,False,False,False,False,True,False,False
47.41,0,2408,0,687052800000000000,4,2019,0.125,0.699,False,True,False,False,False,False,False,False,False,False,False,False,False
5.66,0,3458,0,1049241600000000000,3,2019,0.453,0.826,False,False,False,False,False,False,False,False,True,False,False,False,False
5.63,1,2471,0,1688083200000000000,7,2019,0.407,0.012,False,False,False,False,False,False,False,False,True,False,False,False,False
9.5,1,276896,0,701740800000000000,6,2019,0.679,0.874,False,False,False,False,False,False,True,False,False,False,False,False,False
7.98,1,628,0,1809734400000000000,4,2019,0.073,0.32,False,False,False,False,False,False,False,True,False,False,False,False,False
64.67,1,48194,0,909360000000000000,2,2019,0.839,0.344,True,False,False,False,False,False,False,False,False,False,False,False,False
41.27,0,355,0,2020723200000000000,7,2019,0.306,0.313,False,False,False,False,False,False,False,False,False,True,False,False,False
277.55,0,475,0,2004393600000000000,5,2019,0.497,0.302,False,False,False,False,False,False,False,False,False,False,False,False,False
8.35,0,54287,0,1481328000000000000,9,2019,0.564,0.224,False,False,False,False,True,False,False,False,False,False,False,False,False
